bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,Classification
78.77461706783369,761.6666666666667,61.300477469687756,83.71856417292621,93.85792086611183,0.4594594594594595,0.10810810810810811,28.333333333333428,66.36509585293453,57.02489215080812,11889.239379158029,1.1637916942907194,0.2419633598340823,N
363.6363636363637,164.99999999999997,114.64680060467839,102.28234453968655,155.5124656872464,0.8571428571428571,0.7142857142857143,66.66666666666666,106.441088003738,110.21263719204524,36854.504128436085,0.965779339970467,0.30367446097783174,N
64.42541224594144,931.3095238095239,169.71109738600984,133.62523520858488,219.97960278404366,0.9230769230769231,0.8076923076923077,135.0,155.33015568445575,183.6979742930466,89641.68624465144,0.8455735904668349,0.1918060457265613,A
151.840490797546,395.1515151515152,179.20342053668438,142.99339534087267,360.87239973277104,1.0,1.0,140.00000000000003,254.4423095495104,130.29027421705564,104148.06364036468,1.9528879732467603,0.23025558369790466,N
62.666821399559005,957.4444444444446,51.76645083544714,20.78204149687683,29.98083679140135,0.41379310344827586,0.10344827586206896,45.0,20.973468445866455,69.3328340785098,4568.34698174753,0.3025041270073702,0.13931457230426303,N
99.6893151425098,601.869918699187,111.576650480796,99.0560922240727,150.86039526283517,0.8378378378378378,0.6216216216216216,73.33333333333337,106.52363645201376,113.60246050392595,38017.50347077564,0.937687757637366,0.1621928472954343,A
191.99298655756863,312.5114155251142,154.5364559964362,130.3029617884089,225.45763411591275,0.9545454545454546,0.9090909090909091,113.33333333333337,159.4197059290547,143.36767994883945,71803.08991087407,1.1119640492609169,0.26336581511719775,N
67.25829051844931,892.0833333333334,35.38233630248605,24.064410427665266,26.814108520900138,0.06451612903225806,0.06451612903225806,1.6666666666666288,18.95982815915586,47.01286284356965,2800.2768354778,0.4032902276605169,0.14017381553125877,N
114.3663960465937,524.6296296296297,207.90589896823218,184.76531661061884,249.7242924150997,0.7,0.6,116.66666666666663,173.7341519550936,242.31934851898777,132258.36942101526,0.7169635979005616,0.31783027863121094,N
108.21643286573146,554.4444444444445,270.4317535596242,23.094010767585008,540.4936015655813,1.0,1.0,83.33333333333326,375.2202291797111,16.04201325159565,18910.15061119457,23.38984660434619,0.06684045184145444,N
63.83733301808724,939.8888888888889,19.6729431290294,15.025960150953745,29.066153337537983,0.6428571428571429,0.0,18.33333333333337,20.532004495829927,18.527688111509455,1195.095069661768,1.10817951879681,0.3193074576030654,N
199.91456642460486,300.12820512820514,170.40043529806456,177.4677852874003,317.5519788306463,0.9333333333333333,0.8666666666666667,68.33333333333336,211.327725127129,122.61250817308087,81403.13433239568,1.723541327682629,0.12828736369467608,N
58.11138014527845,1032.5,8.4339167876469,4.478606703016608,9.514987095307488,0.0,0.0,6.66666666666697,6.671237573385815,9.011500044886237,188.86582007478475,0.7403026732682033,0.2422229142876916,N
188.39848675914246,318.47389558232936,91.02466118435548,84.29032300252652,141.44522280675415,0.9493670886075949,0.7341772151898734,20.000000000000057,99.88513761520983,77.8100944350453,24416.68426851629,1.2837041047237443,0.2272382972276928,A
130.9551748415865,458.1720430107526,200.9508556509913,170.01919826236616,255.5853847325564,0.7,0.6,173.33333333333331,180.06553590907453,214.32228457784475,121240.5228516337,0.8401624509730918,0.14091453533431975,N
123.16715542521993,487.14285714285717,203.44827798253533,49.95593241709167,387.7990018600118,1.0,1.0,100.00000000000011,271.7882658505452,41.50866246453353,35442.08923029572,6.547748101562433,0.23475556077234577,N
176.1348192443599,340.6481481481481,126.72834620217589,67.76763485610809,227.99647620608783,1.0,0.9692307692307692,120.00000000000001,161.21285866461324,78.79129632179163,39905.044327126176,2.0460744548002308,0.326477309826967,N
155.94713656387665,384.7457627118644,166.334361816313,68.61966964911477,294.2565684986066,1.0,1.0,143.33333333333331,208.06619551172918,118.07549077449129,77181.13453266578,1.7621455066327723,0.26455026455026454,N
72.0,833.3333333333334,57.9271573232759,60.00000000000006,94.75113602367934,0.5,0.5,6.666666666666629,42.42640687119289,47.140452079103284,6283.185307179608,0.8999999999999986,0.3001200480192077,N
171.9745222929936,348.8888888888889,184.9040458530843,109.92068127122202,323.0478935397472,1.0,1.0,138.33333333333331,228.4000397940002,115.69229374885629,83013.83539448338,1.9742027095582426,0.17934002869440457,N
155.51366635249764,385.8181818181818,167.345548487895,133.55125420601635,234.63328361035605,0.9166666666666666,0.8333333333333334,163.33333333333331,165.80957279063335,169.3897908215483,88236.18137640464,0.978864027084804,0.18864365214110546,N
71.6208308952604,837.7450980392156,13.972910023787886,8.547149818709567,15.752718754175358,0.15151515151515152,0.0,6.6666666666667425,11.136793092798156,16.634496040597117,581.9955604524796,0.6694998793842861,0.31608892635128016,N
176.4109496451504,340.11494252873564,157.3084988158915,163.87277630150874,264.36753975938757,0.8823529411764706,0.8823529411764706,83.33333333333331,186.6839669030374,129.69309883204946,76063.05434049573,1.439428686523947,0.20294266869609334,N
118.58654422040325,505.959595959596,177.11256398227505,139.54538721133963,195.87816102938575,0.5714285714285714,0.5238095238095238,26.666666666666742,138.28376111845256,201.97325882133893,87743.49490056047,0.6846637120450451,0.11987532965715655,N
67.01897669949555,895.2688172043012,51.401673497911936,15.126192221060421,26.565901573949677,0.5172413793103449,0.06896551724137931,16.66666666666663,18.75959260497724,27.276760572459047,1607.5558382983545,0.6877500191103533,0.2523249945930358,N
62.86379511059371,954.4444444444445,14.915399284044293,5.845141211536144,10.038241057321946,0.034482758620689655,0.0,10.0,7.097642979890995,20.227599139396496,451.03304441160515,0.3508890467414492,0.13973799126637554,N
59.94079921065615,1000.9876543209875,47.7287846547683,66.38554059431918,74.4043009509531,0.2,0.16,6.6666666666667425,52.50219043049536,37.038838474708605,6109.204380163972,1.4174901965769167,0.2590865349026575,N
53.74529404128263,1116.3768115942028,96.30824628700051,56.984348056342604,110.71198154284325,0.9523809523809523,0.9047619047619048,76.66666666666674,78.25911957029908,116.84254101257223,28726.705593808554,0.6697827597046047,0.19477231116824434,N
76.92307692307692,780.0,87.48015648007139,47.70278351999549,110.79510618955854,0.9,0.9,73.33333333333331,78.17217464602662,104.95925135234356,25776.431344309985,0.7447859396748753,0.16032064128256512,A
69.47368421052632,863.6363636363636,44.26248334531971,21.034188027404866,36.21406264606794,0.625,0.15625,33.33333333333337,25.57657602806608,56.756926813556795,4560.486232991653,0.45063356076490263,0.21059281878487945,N
81.2870448772227,738.125,11.209417543595501,3.390245444261459,5.942849511594602,0.0,0.0,10.0,4.194634030344724,15.628145941801018,205.94507316314252,0.2684025377012397,0.25411884291220194,N
169.76556184316897,353.4285714285714,122.43426668977908,75.09813666620113,227.11401545063077,0.9841269841269841,0.9841269841269841,89.99999999999997,160.57429616329443,59.49151387246845,30011.03133267039,2.6991126248277433,0.20230629172567266,A
95.2166572875633,630.1418439716313,70.25101043099755,71.41637982191693,111.79799761414066,0.7608695652173914,0.5652173913043478,23.333333333333258,79.05297278266072,61.47877077869016,15268.390345479382,1.2858580576900887,0.20268900749949326,A
164.42772702847927,364.9019607843138,164.52990131744403,151.88885384682607,253.8958354091206,0.9642857142857143,0.8214285714285714,126.66666666666667,179.40193776018376,142.26950069380436,80184.20167416729,1.2610006845128154,0.16136840406648378,N
87.03790360318204,689.3548387096773,37.54490124109232,31.129303406468836,34.83784169082828,0.07692307692307693,0.07692307692307693,16.66666666666663,23.94108482099989,34.048057462394596,2560.861183013351,0.703155674811767,0.140462590130162,N
82.32099471201944,728.8541666666666,26.082260028502983,14.331475499981657,17.9267264543062,0.07692307692307693,0.038461538461538464,11.666666666666686,12.339701964631764,30.696495226619877,1189.9900659589373,0.4019905814501854,0.1716148961729878,N
